,Name,Price,Market-Cap
598,AhaToken,$0.006496,"$21,280,446"
599,S.S. Lazio Fan Token,$2.45,"$21,055,356"
600,Bonfida,$0.4697,"$21,008,265"
601,NFTX,$50.84,"$20,902,920"
602,RAI Finance,$0.1054,"$20,819,646"
603,Chrono.tech,$29.18,"$20,721,340"
604,Vega Protocol,$1.23,"$20,704,445"
605,CargoX,$0.09854,"$20,452,827"
606,Morpheus.Network,$0.4324,"$20,399,590"
607,Wrapped NCG (Nine Chronicles Gold),$0.1703,"$20,397,906"
608,MEVerse,$0.01273,"$20,355,522"
609,Hermez Network,$4.31,"$20,259,869"
610,Shiden Network,$0.3852,"$20,192,837"
611,AllianceBlock,$0.08649,"$20,148,888"
612,NULS,$0.2015,"$20,069,254"
613,DFI.Money,$519.09,"$20,034,958"
614,Metronome,$1.41,"$19,723,692"
615,Zenon,$3.11,"$19,688,557"
616,Revolution Populi,$0.01637,"$19,647,969"
617,Manchester City Fan Token,$5.55,"$19,456,627"
618,GuildFi,$0.461,"$19,449,327"
619,Grid+,$0.4957,"$19,447,722"
620,Santos FC Fan Token,$4.24,"$19,309,695"
621,Student Coin,$0.00361,"$19,217,257"
622,TNC Coin,$0.003259,"$19,068,774"
623,Venus XVS,$0.08466,"$19,001,547"
624,DxChain Token,$0.0003792,"$18,961,072"
625,Crypterium,$0.233,"$18,954,377"
626,Litentry,$0.5234,"$18,911,553"
627,Namecoin,$1.28,"$18,817,529"
628,QASH,$0.05357,"$18,748,399"
629,Fusion,$0.2613,"$18,745,233"
630,Position Exchange,$0.3117,"$18,642,279"
631,Kryll,$0.4816,"$18,425,259"
632,FC Porto Fan Token,$2.35,"$18,307,045"
633,WHALE,$2.26,"$18,304,898"
634,PARSIQ,$0.116,"$18,300,531"
635,Aurory,$1.89,"$18,128,094"
636,Civilization,$0.05988,"$17,964,991"
637,StaFi,$0.2965,"$17,924,310"
638,AnimalGo,$0.01852,"$17,910,831"
639,FC Barcelona Fan Token,$4.53,"$17,892,774"
640,BUX Token,$0.3076,"$17,812,609"
641,VIMworld,$0.003142,"$17,492,255"
642,X World Games,$0.01347,"$17,458,553"
643,Samoyedcoin,$0.005039,"$17,437,867"
644,SelfKey,$0.003391,"$17,377,608"
645,ReapChain,$0.0562,"$17,292,704"
646,Star Atlas,$0.007992,"$17,263,584"
647,BitForex Token,$0.00402,"$17,235,254"
648,Adappter Token,$0.01993,"$17,226,360"
649,RAMP,$0.03604,"$17,221,084"
650,Ooki Protocol,$0.005151,"$17,211,496"
651,MAPS,$0.3928,"$16,953,764"
652,DeXe,$3.03,"$16,829,655"
653,Lattice Token,$0.5804,"$16,630,367"
654,Bytom,$0.009892,"$16,408,740"
655,Valobit,$0.01364,"$16,373,987"
656,Aion,$0.03252,"$16,309,253"
657,Invictus Hyperion Fund,$0.14,"$16,107,572"
658,Akropolis,$0.0033,"$16,101,282"
659,ScPrime,$0.3781,"$16,100,197"
660,Saito,$0.01511,"$16,097,110"
661,ApeSwap,$0.1519,"$16,081,427"
662,Gods Unchained,$0.6766,"$16,007,730"
663,SOLVE,$0.03656,"$15,913,655"
664,Time New Bank,$0.003922,"$15,972,787"
665,Mithril,$0.01591,"$15,913,405"
666,Thetan Arena,$0.1393,"$15,820,667"
667,Bella Protocol,$0.3224,"$15,475,727"
668,BIDR,$0.00006845,"$15,449,823"
669,Beam,$0.1334,"$15,341,827"
670,Quiztok,$0.002904,"$15,294,821"
671,Dock,$0.01984,"$15,213,640"
672,MileVerse,$0.007327,"$15,201,516"
673,Santiment Network Token,$0.2399,"$15,183,896"
674,DODO,$0.1373,"$15,179,729"
675,e-Money,$0.7655,"$15,126,727"
676,RSS3,$0.1258,"$15,121,210"
677,Permission Coin,$0.0009276,"$14,983,618"
678,USDJ,$1.00,"$14,903,884"
679,Aurox,$28.51,"$14,879,521"
680,MATH,$0.1297,"$14,829,553"
681,SHPING,$0.008487,"$14,777,589"
682,Rupiah Token,$0.00006852,"$14,755,263"
683,Waltonchain,$0.1838,"$14,732,608"
684,BASIC,$0.002085,"$14,727,575"
685,WaykiChain,$0.07013,"$14,726,965"
686,Tellor,$8.63,"$14,702,458"
687,GameFi,$14.70,"$14,673,197"
688,Ariva,$0.0002014,"$14,612,146"
689,BOSAGORA,$0.04811,"$14,606,142"
690,Bitrue Coin,$0.1108,"$14,566,985"
691,Gem Exchange and Trading,$0.1741,"$14,546,523"
692,Cream Finance,$23.44,"$14,445,843"
693,ONBUFF,$0.05252,"$14,435,950"
694,Pluton,$7.74,"$14,334,627"
695,Quantum Resistant Ledger,$0.187,"$14,262,935"
696,DEXTools,$0.146,"$14,253,339"
697,StackOs,$0.03869,"$14,246,362"
698,Electric Vehicle Zone,$0.03217,"$14,243,433"
699,GET Protocol,$1.24,"$14,178,174"
700,dForce,$0.03373,"$14,065,450"
701,ChainX,$1.12,"$13,992,847"
702,Gifto,$0.01814,"$13,971,718"
703,Polkadex,$1.87,"$13,939,226"
704,Era Token (Era7),$0.3014,"$13,869,516"
705,Karura,$0.483,"$13,797,987"
706,POA Network,$0.04631,"$13,658,826"
707,Impossible Finance Launchpad,$0.3001,"$13,504,604"
708,Mobius,$0.02421,"$13,499,812"
709,Stronghold Token,$0.002324,"$13,466,571"
710,PKT,$0.003984,"$13,338,341"
711,Cere Network,$0.008395,"$13,310,329"
712,Apollo Currency,$0.000625,"$13,228,154"
713,Solend,$1.10,"$13,119,740"
714,Burger Swap,$0.634,"$13,075,473"
715,Star Atlas DAO,$0.5999,"$12,958,702"
716,Epic Cash,$0.9017,"$12,904,570"
717,Bytecoin,$0.00006974,"$12,837,066"
718,Bounce Finance Governance Token,$6.17,"$12,863,186"
719,smARTOFGIVING,$0.174,"$12,838,514"
720,GoChain,$0.0109,"$12,839,544"
721,SENSO,$0.1788,"$12,561,518"
722,VITE,$0.02473,"$12,560,287"
723,Newscrypto,$0.08348,"$12,555,619"
724,PAC Protocol,$0.0007507,"$12,484,488"
725,ELYSIA,$0.003859,"$12,468,511"
726,Counterparty,$4.74,"$12,383,115"
727,OneLedger,$0.02436,"$12,351,072"
728,SUKU,$0.1032,"$12,279,084"
729,BitKan,$0.001284,"$12,252,475"
730,PowerPool,$0.3101,"$12,255,746"
731,SORA,$24.15,"$12,241,284"
732,Nimiq,$0.001304,"$12,232,080"
733,The Midas Touch Gold,$0.00137,"$12,208,813"
734,Edgeware,$0.001962,"$12,178,046"
735,Cyclub,$0.009147,"$12,021,535"
736,King DAG,$0.2203,"$11,994,887"
737,HyperDAO,$0.003502,"$11,908,320"
738,InsurAce,$0.2649,"$11,889,903"
739,Numbers Protocol,$0.09693,"$11,811,245"
740,XDEFI Wallet,$0.2119,"$11,774,149"
741,Altura,$0.01877,"$11,742,413"
742,BTU Protocol,$0.1295,"$11,719,786"
743,pNetwork,$0.2197,"$11,657,340"
744,DeGate,$0.1362,"$11,651,695"
745,TEMCO,$0.002932,"$11,648,586"
746,Woonkly Power,$0.07419,"$11,628,311"
747,ERC20,$0.01018,"$11,488,307"
748,Birake,$0.1089,"$11,421,118"
749,Goldfinch,$1.66,"$11,408,617"
750,Ternoa,$0.01909,"$11,408,743"
751,Dora Factory,$2.77,"$11,397,145"
752,DeFine,$0.2024,"$11,371,460"
753,v.systems,$0.004414,"$11,330,040"
754,Cryptex Finance,$3.18,"$11,219,983"
755,Lunar,$0.00000001432,"$11,234,251"
756,Zigcoin,$0.02664,"$11,229,887"
757,AirSwap,$0.07388,"$11,081,417"
758,MEET.ONE,$0.00578,"$11,057,960"
759,mStable Governance Token: Meta (MTA),$0.216,"$11,057,037"
760,Solanium,$0.119,"$11,009,990"
761,AC Milan Fan Token,$3.50,"$10,986,239"
762,ForTube,$0.01713,"$10,955,141"
763,PearDAO,$0.2058,"$10,761,260"
764,BEPRO Network,$0.001589,"$10,750,349"
765,Soda Coin,$0.005678,"$10,694,396"
766,LABEL Foundation,$0.01694,"$10,558,293"
767,Everest,$0.08985,"$10,485,879"
768,XMON,"$7,011.53","$10,481,654"
769,Obyte,$12.90,"$10,431,391"
770,Router Protocol,$1.41,"$10,421,949"
771,GamerCoin,$0.02497,"$10,495,521"
772,PRIZM,$0.00344,"$10,405,252"
773,Dego Finance,$1.21,"$10,390,131"
774,Zebec Protocol,$0.01675,"$10,366,324"
775,New BitShares,$0.003964,"$10,337,980"
776,Anchor,$0.8047,"$10,326,018"
777,Callisto Network,$0.003325,"$10,324,100"
778,Vertcoin,$0.1598,"$10,264,137"
779,Peercoin,$0.3716,"$10,244,316"
780,ZKSpace,$0.05168,"$10,204,408"
781,Rainicorn,$0.02019,"$10,093,009"
782,Wing Finance,$3.91,"$10,018,565"
783,Carbon,$0.006148,"$9,972,749"
784,CoinPoker,$0.03621,"$9,948,023"
785,Hoge Finance,$0.00002457,"$9,883,281"
786,Arianee,$0.3569,"$9,796,163"
787,Visor.Finance,$0.3264,"$9,791,210"
788,Nexus,$0.1324,"$9,729,979"
789,ReddCoin,$0.0003197,"$9,717,129"
790,Pallapay,$0.01303,"$9,684,823"
791,Sentinel,$0.001084,"$9,678,850"
792,Observer,$0.001744,"$9,673,619"
793,Hiblocks,$0.001044,"$9,616,237"
794,Hacken Token,$0.02027,"$9,613,933"
795,Banano,$0.00708,"$9,578,935"
796,Xeno Token,$0.02559,"$9,526,045"
797,Adora Token,$0.05875,"$9,399,691"
798,Huobi Pool Token,$0.002002,"$9,394,194"
799,Bitcoin 2,$0.5147,"$9,240,234"
800,Town Star,$0.03361,"$9,182,824"
801,Dovu,$0.009861,"$9,182,373"
802,ILCOIN,$0.01108,"$9,091,570"
803,VIDT Datalink,$0.182,"$8,995,519"
804,Galatasaray Fan Token,$2.56,"$8,995,267"
805,Grin,$0.09095,"$8,932,423"
806,UniCrypt,$278.98,"$8,836,418"
807,Atletico De Madrid Fan Token,$4.21,"$8,790,330"
808,Electra Protocol,$0.0005049,"$8,813,003"
809,Reflexer Ungovernance Token,$45.17,"$8,753,318"
810,Inter Milan Fan Token,$2.90,"$8,731,928"
811,PERL.eco,$0.01777,"$8,722,989"
812,Cellframe,$0.3039,"$8,730,942"
813,0Chain,$0.1795,"$8,686,765"
814,Validity,$1.89,"$8,660,360"
815,LBRY Credits,$0.01324,"$8,659,922"
816,Poseidon Network,$0.003921,"$8,637,513"
817,Shiryo,$0.0...08736,"$8,577,369"
818,Glitch,$0.1077,"$8,537,577"
819,Mobility Coin,$0.6841,"$8,530,882"
820,Project WITH,$0.009874,"$8,475,635"
821,Nash,$0.2904,"$8,469,457"
822,Inverse Finance,$89.72,"$8,409,214"
823,Vivid Labs,$0.05124,"$8,403,161"
824,O3 Swap,$0.1714,"$8,336,117"
825,Era Swap,$0.008301,"$8,278,053"
826,Unifi Protocol DAO,$1.93,"$8,254,742"
827,TouchCon,$0.05162,"$8,177,038"
828,ProBit Token,$0.1946,"$8,173,565"
829,GMCoin,$0.1971,"$8,117,893"
830,Receive Access Ecosystem,$1.31,"$8,115,119"
831,Auto,$153.11,"$8,115,398"
832,Opulous,$0.1839,"$8,074,197"
833,Doge Dash,$0.0001493,"$8,071,113"
834,Lossless,$0.1717,"$8,038,749"
835,ChainGuardians,$0.1308,"$8,041,043"
836,Rubic,$0.07352,"$8,013,301"
837,Dragonchain,$0.02146,"$7,956,361"
838,Arcblock,$0.07947,"$7,832,484"
839,TokenClub,$0.009554,"$7,814,214"
840,Lotto,$0.003895,"$7,790,088"
841,Zano,$0.6943,"$7,764,235"
842,Retreeb,$0.0504,"$7,761,568"
843,Venus Reward Token,$0.0003516,"$7,738,287"
844,UniLend,$0.2473,"$7,661,724"
845,PIVX,$0.1104,"$7,629,196"
846,BullPerks,$0.03716,"$7,603,456"
847,ProximaX,$0.001248,"$7,592,787"
848,ShareToken,$0.003247,"$7,583,550"
849,NFTrade,$0.2812,"$7,509,149"
850,REVV,$0.0269,"$7,484,207"
851,apM Coin,$0.02019,"$7,307,673"
852,Stratos,$0.3623,"$7,301,613"
853,Vesper,$0.8228,"$7,285,837"
854,Hot Cross,$0.0639,"$7,273,607"
855,Crabada,$0.06045,"$7,253,106"
856,BigONE Token,$0.0007669,"$7,246,372"
857,Mogul Productions,$0.02348,"$7,200,483"
858,FOAM,$0.02256,"$7,141,715"
859,Agoras: Currency of Tau,$0.3951,"$7,112,430"
860,Populous,$0.1334,"$7,101,624"
861,Newton,$0.0003451,"$7,099,636"
862,#MetaHash,$0.002157,"$7,076,708"
863,Unicly CryptoPunks Collection,$0.02827,"$7,067,828"
864,Fuse Network,$0.1275,"$7,018,086"
865,Dacxi,$0.001984,"$7,014,141"
866,Kylin,$0.02584,"$6,983,709"
867,Juventus Fan Token,$5.28,"$6,948,660"
868,CWV Chain,$0.001962,"$6,945,921"
869,AntiMatter Governance Token,$0.2208,"$6,912,082"
870,Pawtocol,$0.02666,"$6,875,899"
871,Pendle,$0.04326,"$6,842,220"
872,PornRocket,$0.00000001721,"$6,785,583"
873,Ethereum Push Notification Service,$0.4436,"$6,781,646"
874,Tokenomy,$0.0337,"$6,740,306"
875,PolkaFoundry,$0.1632,"$6,738,894"
876,Particl,$0.5531,"$6,728,632"
877,Gamium,$0.001933,"$6,722,680"
878,EPIK Prime,$0.01916,"$6,697,755"
879,Unisocks,"$22,052.66","$6,659,904"
880,Raiden Network Token,$0.09924,"$6,628,611"
881,Shyft Network,$0.02678,"$6,613,535"
882,Aventus,$1.10,"$6,603,132"
883,HyperCash,$0.146,"$6,578,514"
884,Solrise Finance,$0.0899,"$6,554,767"
885,DeFi Land,$0.007271,"$6,565,706"
886,Mobilian Coin,$0.04603,"$6,513,407"
887,SHILL Token,$0.04106,"$6,467,342"
888,LGCY Network,$0.0005054,"$6,425,747"
889,Navcoin,$0.08737,"$6,427,291"
890,Signum,$0.00301,"$6,413,897"
891,NFTY Network,$0.02504,"$6,416,311"
892,StableXSwap,$0.4689,"$6,398,995"
893,Mint Club,$0.000006109,"$6,361,845"
894,Tachyon Protocol,$0.02379,"$6,348,077"
895,saffron.finance,$69.56,"$6,338,321"
896,TrustVerse,$0.009577,"$6,314,452"
897,PAID Network,$0.07507,"$6,236,362"
898,PUBLISH,$0.03019,"$6,019,573"
899,Zynecoin,$0.232,"$6,190,556"
900,ROOBEE,$0.002071,"$6,151,386"
901,Emirex Token,$0.2266,"$6,177,819"
902,NFT Art Finance,$0.0...02443,"$6,176,042"
903,STEM CELL COIN,$0.01919,"$6,154,360"
904,PlanetWatch,$0.01909,"$6,094,794"
905,AAX Token,$0.8108,"$6,080,834"
906,Ignis,$0.007983,"$6,076,118"
907,ASTA,$0.00324,"$6,075,101"
908,DSLA Protocol,$0.001121,"$6,050,307"
909,Misbloc,$0.03183,"$6,031,735"
910,GoCrypto Token,$0.02456,"$6,025,171"
911,Belt Finance,$0.6285,"$6,002,002"
912,MetagamZ,$0.0006003,"$6,003,048"
913,Infinitecoin,$0.00006589,"$5,969,436"
914,Bitcoin Private,$1.25,"$5,966,746"
915,Polkamarkets,$0.07567,"$5,957,586"
916,Pangolin,$0.0586,"$5,924,299"
917,Stakeborg DAO,$2.04,"$5,918,187"
918,Bitball Treasure,$13.03,"$5,861,336"
919,BABB,$0.0001174,"$5,852,166"
920,Tokamak Network,$2.15,"$5,858,204"
921,Venus DAI,$0.02131,"$5,850,030"
922,Atari Token,$0.003934,"$5,826,808"
923,StrikeX,$0.04283,"$5,825,225"
924,Oraichain,$2.85,"$5,824,108"
925,Bread,$0.06483,"$5,760,780"
926,vEmpire DDAO,$0.03314,"$5,756,261"
927,OpenOcean,$0.03838,"$5,753,133"
928,Kunci Coin,$0.1656,"$5,751,578"
929,WOM Protocol,$0.05442,"$5,749,773"
930,Sylo,$0.002363,"$5,745,369"
931,Wicrypt,$0.07035,"$5,711,962"
932,Poolz Finance,$1.69,"$5,634,872"
933,ChangeNOW Token,$0.06602,"$5,569,353"
934,BitNautic Token,$0.2906,"$5,543,883"
935,Polychain Monsters,$1.62,"$5,515,147"
936,Atomic Wallet Coin,$0.5197,"$5,510,650"
937,Mcashchain,$0.008419,"$5,468,358"
938,ACENT,$0.04518,"$5,446,656"
939,Monero Classic,$0.2827,"$5,422,085"
940,Minter Network,$0.000942,"$5,386,157"
941,Nebulas,$0.0864,"$5,353,197"
942,Blockchain Brawlers,$0.01299,"$5,343,375"
943,SpiritSwap,$0.01902,"$5,311,687"
944,Trabzonspor Fan Token,$2.25,"$5,299,568"
945,MCDEX Token,$2.81,"$5,210,784"
946,CACHE Gold,$58.45,"$5,197,791"
947,Venus LTC,$1.25,"$5,158,296"
948,Valor Token,$0.257,"$5,148,804"
949,Exeedme,$0.07983,"$5,138,488"
950,SIBCoin,$0.259,"$5,125,034"
951,GATE,$0.00951,"$5,104,686"
952,Florin,$37.11,"$5,080,857"
953,HAPI Protocol,$7.43,"$5,057,329"
954,AS Roma Fan Token,$2.33,"$5,049,238"
955,Infinity PAD,$0.009338,"$5,042,631"
956,Skey Network,$0.02772,"$5,034,074"
957,Hamster,$0.000000002111,"$5,034,154"
958,Dotmoovs,$0.0101,"$5,011,807"
959,TriumphX,$0.0009777,"$5,007,992"
960,Govi,$0.3658,"$4,978,217"
961,MILC Platform,$0.06315,"$4,989,811"
962,DAPS Coin,$0.00008594,"$4,982,517"
963,Phoenix Global (new),$0.1332,"$4,946,784"
964,Xaya,$0.102,"$4,943,072"
965,Hegic,$0.007012,"$4,934,655"
966,Seele-N,$0.007038,"$4,923,451"
967,Safex Token,$0.00261,"$4,923,224"
968,BaaSid,$0.0009442,"$4,909,620"
969,BnkToTheFuture,$0.006661,"$4,862,391"
970,Cashaa,$0.005928,"$4,858,091"
971,Swash,$0.0224,"$4,853,373"
972,Wabi,$0.04799,"$4,799,076"
973,FIBOS,$0.004495,"$4,816,621"
974,Blocery,$0.01006,"$4,799,167"
975,Levolution,$0.03706,"$4,806,541"
976,Spartan Protocol,$0.04439,"$4,788,332"
977,Throne,$0.01224,"$4,783,142"
978,TE-FOOD,$0.008387,"$4,770,148"
979,Plian,$0.005421,"$4,756,788"
980,K21,$0.3054,"$4,750,378"
981,DECOIN,$0.08308,"$4,719,026"
982,Diamond,$1.28,"$4,711,608"
983,BLOCKv,$0.001357,"$4,710,057"
984,Etherisc DIP Token,$0.02248,"$4,698,591"
985,Deri Protocol,$0.02847,"$4,647,577"
986,Dentacoin,$0.000007884,"$4,636,618"
987,BetU,$0.04288,"$4,614,344"
988,Morpheus Labs,$0.0095,"$4,593,346"
989,STARSHIP,$0.2421,"$4,578,108"
990,Fenerbahçe Token,$2.10,"$4,570,231"
991,Sentivate,$0.001274,"$4,568,331"
992,Geeq,$0.2621,"$4,532,261"
993,KARMA,$0.0008307,"$4,527,962"
994,Chainge,$0.04081,"$4,491,112"
995,Abyss,$0.01956,"$4,472,172"
996,ThreeFold,$0.05465,"$4,436,464"
997,Carboncoin,$0.0002865,"$4,409,540"
998,Vidya,$0.1119,"$4,372,466"
999,IQeon,$0.7817,"$4,292,913"
1000,Cardstack,$0.001816,"$4,282,419"
1001,Bao Finance,$0.0001256,"$4,279,066"
1002,GTONCapital,$1.18,"$4,272,542"
1003,Konomi Network,$0.0426,"$4,260,340"
1004,bitCNY,$0.1504,"$4,248,361"
1005,Dogs Of Elon,$0.0219,"$4,206,600"
1006,Kalmar,$0.8803,"$4,215,108"
1007,BENQI,$0.0129,"$4,202,126"
1008,Linker Coin,$0.03724,"$4,200,087"
1009,SafeCoin,$0.1513,"$4,195,766"
1010,APIX,$0.03393,"$4,178,280"
1011,BHPCoin,$0.207,"$4,176,556"
1012,ZooKeeper,$0.02447,"$4,166,029"
1013,UBIX.Network,$0.00009124,"$4,156,933"
1014,Neblio,$0.2171,"$4,139,269"
1015,Darwinia Network,$0.008469,"$4,133,296"
1016,DeepBrain Chain,$0.001287,"$4,119,850"
1017,Primate,$0.02908,"$4,102,827"
1018,Safe Haven,$0.001362,"$4,092,643"
1019,AXIS Token,$0.01276,"$4,087,103"
1020,EOS Force,$0.004237,"$4,084,473"
1021,NerveNetwork,$0.01475,"$4,084,131"
1022,DIGG,"$8,108.37","$4,077,899"
1023,SaTT,$0.001256,"$4,075,885"
1024,Aidos Kuneen,$0.1628,"$4,070,474"
1025,Ambrosus,$0.006596,"$4,054,366"
1026,Onooks,$0.371,"$4,054,278"
1027,Ghost,$0.2206,"$4,052,213"
1028,Metaverse ETP,$0.05038,"$4,041,348"
1029,MahaDAO,$1.30,"$3,998,174"
1030,All Sports,$0.00265,"$3,975,685"
1031,ONSTON,$0.04067,"$3,961,993"
1032,GAMEE,$0.0178,"$3,952,850"
1033,Swop,$1.75,"$3,947,300"
1034,Venus LINK,$0.1276,"$3,942,524"
1035,CumRocket,$0.002972,"$3,924,315"
1036,Gameswap,$0.3497,"$3,917,890"
1037,Defigram,$0.3913,"$3,913,356"
1038,Kryptomon,$0.0206,"$3,910,439"
1039,Only1,$0.03714,"$3,899,802"
1040,MultiVAC,$0.001083,"$3,884,753"
1041,Lith Token,$0.0007053,"$3,879,089"
1042,Bifrost (BNC),$0.3193,"$3,876,393"
1043,Offshift,$0.7363,"$3,856,387"
1044,Anchor Neural World,$0.01401,"$3,856,456"
1045,GPEX,$0.4932,"$3,839,912"
1046,Integral,$0.04798,"$3,798,063"
1047,DEXA COIN,$0.0001525,"$3,812,419"
1048,Shirtum,$0.02179,"$3,787,552"
1049,HoDooi.com,$0.01842,"$3,735,861"
1050,Genaro Network,$0.005792,"$3,764,786"
1051,Nxt,$0.003732,"$3,728,438"
1052,FortKnoxster,$0.02503,"$3,730,707"
1053,Cirus Foundation,$0.11,"$3,725,039"
1054,Tranche Finance,$0.186,"$3,719,539"
1055,Tulip Protocol,$4.56,"$3,715,903"
1056,Prism,$0.007489,"$3,705,397"
1057,SwftCoin,$0.0009246,"$3,703,013"
1058,Robonomics.network,$3.92,"$3,679,665"
1059,DeHub,$0.0009616,"$3,671,370"
1060,ColossusXT,$0.0002865,"$3,647,326"
1061,Venus SXP,$0.009188,"$3,644,764"
1062,DAFI Protocol,$0.006295,"$3,644,320"
1063,Lithium,$0.001475,"$3,631,509"
1064,GameCredits,$0.01996,"$3,626,856"
1065,Spheroid Universe,$0.02913,"$3,584,531"
1066,dHedge DAO,$0.1254,"$3,566,460"
1067,Lamden,$0.02492,"$3,544,204"
1068,Jobchain,$0.0003615,"$3,536,504"
1069,Wownero,$0.06789,"$3,533,705"
1070,FaraLand,$0.1353,"$3,505,050"
1071,Smart MFG,$0.009454,"$3,509,553"
1072,Shopping,$3.74,"$3,480,639"
1073,LuaSwap,$0.0201,"$3,479,018"
1074,Beyond Protocol,$0.03242,"$3,446,081"
1075,SolChicks Token,$0.005499,"$3,441,220"
1076,OG Fan Token,$2.70,"$3,436,158"
1077,Sinverse,$0.02197,"$3,434,911"
1078,BOLT,$0.003438,"$3,408,500"
1079,Signata,$0.07692,"$3,404,410"
1080,Modefi,$0.2281,"$3,398,055"
1081,Dfyn Network,$0.02962,"$3,394,689"
1082,Aurora,$0.0003396,"$3,387,446"
1083,TenX,$0.01642,"$3,368,824"
1084,Crypton,$0.5275,"$3,403,373"
1085,Xend Finance,$0.03126,"$3,349,323"
1086,Valencia CF Fan Token,$1.35,"$3,347,483"
1087,SALT,$0.04159,"$3,338,621"
1088,Niftyx Protocol,$0.06491,"$3,335,716"
1089,Tokoin,$0.006727,"$3,291,091"
1090,suterusu,$0.0008632,"$3,327,777"
1091,OTOCASH,$0.08991,"$3,310,494"
1092,LikeCoin,$0.002979,"$3,303,871"
1093,Mysterium,$0.1644,"$3,293,081"
1094,DogeBonk,$0.000000005646,"$3,291,364"
1095,MandoX V2,$0.0000002191,"$3,286,240"
1096,Venus DOT,$0.1946,"$3,239,328"
1097,Oxygen,$0.09051,"$3,231,141"
1098,OAX,$0.0418,"$3,220,123"
1099,Pundi X NEM,$0.00007202,"$3,218,382"
1100,Kromatika,$0.04006,"$3,216,329"
1101,RocketX exchange,$0.04983,"$3,210,114"
1102,Arsenal Fan Token,$1.60,"$3,201,382"
1103,DEEPSPACE,$0.06042,"$3,195,639"
1104,SpaceFalcon,$0.0012,"$3,196,720"
1105,UpBots,$0.007446,"$3,172,104"
1106,Monolith,$0.09435,"$3,166,506"
1107,PolkaBridge,$0.06384,"$3,180,466"
1108,Pickle Finance,$1.66,"$3,157,983"
1109,Torum,$0.039,"$3,148,006"
1110,BiFi,$0.01294,"$3,156,387"
1111,SafeMoon Inu,$0.000003148,"$3,147,646"
1112,MONK,$0.2422,"$3,140,306"
1113,TOKPIE,$0.1092,"$3,136,899"
1114,Ispolink,$0.001132,"$3,119,670"
1115,Opacity,$0.03875,"$3,117,586"
1116,Eminer,$0.002132,"$3,101,484"
1117,SunContract,$0.02525,"$3,098,741"
1118,Footballcoin (XFC),$0.008251,"$3,091,239"
1119,Waves Enterprise,$0.07268,"$3,050,274"
1120,OneArt,$0.03085,"$3,049,516"
1121,Wagerr,$0.01403,"$3,040,382"
1122,PLATINCOIN,$0.6072,"$3,036,779"
1123,Litecoin Cash,$0.004003,"$3,034,837"
1124,Folgory Coin,$0.1713,"$3,002,404"
1125,SIDUS,$0.003169,"$2,991,461"
1126,NFTb,$0.02784,"$2,958,066"
1127,Achain,$0.002951,"$2,951,161"
1128,Jupiter,$0.003062,"$2,947,157"
1129,RioDeFi,$0.009836,"$2,943,000"
1130,NANJCOIN,$0.0001519,"$2,941,150"
1131,MetaPets,$0.0...05698,"$2,939,308"
1132,Revomon,$0.1178,"$2,923,385"
1133,SparkPoint,$0.0003442,"$2,922,504"
1134,Factom,$0.2825,"$2,918,783"
1135,FREEdom Coin,$0.0000002917,"$2,899,172"
1136,Growth DeFi,$6.69,"$2,897,363"
1137,ExNetwork Token,$0.04574,"$2,883,599"
1138,Insights Network,$0.01461,"$2,874,685"
1139,Kommunitas,$0.002481,"$2,860,989"
1140,STEP,$0.006922,"$2,815,755"
1141,Clearpool,$0.05305,"$2,818,329"
1142,Strips Finance,$0.6812,"$2,810,526"
1143,The HUSL,$0.2708,"$2,810,385"
1144,Rangers Protocol,$2.88,"$2,802,091"
1145,LABS Group,$0.00126,"$2,793,166"
1146,Viberate,$0.014,"$2,786,120"
1147,Decentral Games ICE,$0.01406,"$2,771,454"
1148,Vetri,$0.007491,"$2,764,488"
1149,PlotX,$0.04149,"$2,751,726"
1150,SAFE DEAL,$1.84,"$2,748,467"
1151,Breezecoin,$0.01525,"$2,745,278"
1152,Public Mint,$0.02637,"$2,724,865"
1153,Tarot,$0.08184,"$2,719,148"
1154,Idavoll DAO,$0.003035,"$2,712,738"
1155,SmartMesh,$0.002019,"$2,706,160"
1156,Trias Token (new),$1.69,"$2,697,895"
1157,SONM (BEP-20),$0.06063,"$2,691,839"
1158,CloakCoin,$0.4593,"$2,687,685"
1159,Vita Inu,$0.000000008504,"$2,685,455"
1160,Moeda Loyalty Points,$0.1362,"$2,672,527"
1161,DuckDaoDime,$2.57,"$2,672,207"
1162,StakeCubeCoin,$0.2707,"$2,658,155"
1163,BOOM,$0.003411,"$2,653,676"
1164,YAM V3,$0.1887,"$2,649,231"
1165,Monsta Infinite,$0.08236,"$2,631,750"
1166,ParaSwap,$0.03588,"$2,615,316"
1167,GENRE,$0.4329,"$2,616,449"
1168,Crust Network,$0.8439,"$2,584,451"
1169,PLANET,$0.01178,"$2,650,590"
1170,ZBG Token,$0.009786,"$2,573,245"
1171,CyberMiles,$0.003212,"$2,569,244"
1172,Covesting,$0.1518,"$2,563,478"
1173,Decimated,$0.0542,"$2,560,562"
1174,REPO,$0.1132,"$2,554,411"
1175,Lambda,$0.001664,"$2,539,284"
1176,Unbound,$0.002808,"$2,532,630"
1177,Degenerator Meme,$90.30,"$2,528,381"
1178,FNDZ,$0.1245,"$2,519,224"
1179,Pacoca,$0.02045,"$2,518,102"
